time	se1	tm1	se2	tm2	se3	tm3	se4	tm4	se5	tm5	tmp
16:41:10	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:41:10	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:10	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:10	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:10	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:10	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:11	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:11	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:11	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:11	0.0	0.0	1.09	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:11	0.0	0.0	1.09	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:11	0.0	0.0	1.09	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:12	0.0	0.0	1.09	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:12	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:12	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:12	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:12	0.0	0.0	1.09	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0
16:41:12	0.0	0.0	1.09	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:13	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:14	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:15	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:15	0.0	0.0	1.08	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:15	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:15	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:15	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:15	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:16	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:16	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:16	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:16	0.0	0.0	1.07	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0
16:41:16	0.0	0.0	1.07	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0
16:41:16	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.07	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.07	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.06	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.06	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.06	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.06	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0
16:41:17	0.0	0.0	1.05	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0
